name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,Image,party,Office,title,state,status,district,ethnicity,race,gender,date_of_birth,date_of_death,education,occupation,Bio,email_official,email_other,email_campaign,website_official,website_personal,website_campaign,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,address_campaign,address_capitol,address_district,phone_campaign,phone_capitol,phone_district,fax_capitol,fax_district,contact_form_url,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID,govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id
Regina Ashford Barrow,Regina,Ashford,Barrow,,,,https://senate.la.gov/SenatorPics/Sen15.jpg,Democratic,Louisiana State Senate District 15,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 15,,,,,,,,,barrowr@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"4811 Harding Blvd;Baton Rouge, LA 70811",,,225-359-9400,,225-359-9402,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/8710f3da-9aea-41a9-acd2-181377cc6ae7,
Rhonda Gaye Butler,Rhonda,Gaye,Butler,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep38.jpg,Republican,Louisiana State House District 38,Louisiana State Representative,LA,Incumbent,Louisiana State House District 38,,,,,,,,,hse038@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"5592 Vidrine Road;Ville Platte, LA 70586",,,337-363-3900,,337-363-3903,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/6c232d36-fe39-4006-8397-de9cb1e5454c,
Richard James Nelson,Richard,James,Nelson,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep89.jpg,Republican,Louisiana State House District 89,Louisiana State Representative,LA,Incumbent,Louisiana State House District 89,,,,,,,,,hse089@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"2001 Lakeshore Drive;Mandeville, LA 70448",,,985-222-2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/db83720b-c2bf-4f1d-b98f-3250cc48c113,
Rick Edmonds,Rick,,Edmonds,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep66.jpg,Republican,Louisiana State House District 66,Louisiana State Representative,LA,Incumbent,Louisiana State House District 66,,,,,,,,,edmondsr@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"3931 S. Sherwood Forest Blvd.;Suite 200;Baton Rouge, LA 70816",,,225-295-9240,,225-295-9242,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/e49647e3-b5c3-4329-9472-27048115441c,
Rick Ward III,Rick,,Ward,,,III,https://senate.la.gov/SenatorPics/Sen17.jpg,Republican,Louisiana State Senate District 17,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 17,,,,,,,,,wardr@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"3741 Highway 1;Port Allen, LA 70767",,,225-246-8838,,225-246-8839,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/a41963ab-5fed-4dff-b8b6-bd218094d90a,
Robby Carter,Robby,,Carter,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep72.jpg,Democratic,Louisiana State House District 72,Louisiana State Representative,LA,Incumbent,Louisiana State House District 72,,,,,,,,,carterr@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"225 NW Central Avenue;Amite, LA 70422",,,985-748-2245,,985-748-2247,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/a24e242f-3fd9-479c-8423-cf0c6e2c6273,
"Robert ""Bob"" Owen",Robert,,Owen,"""Bob""",,,https://house.louisiana.gov/H_Reps/RepPics20/rep76.jpg,Republican,Louisiana State House District 76,Louisiana State Representative,LA,Incumbent,Louisiana State House District 76,,,,,,,,,hse076@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"1925 Corporate Square Blvd.;Suite C;Slidell, LA 70458",,,985-639-0400,,985-639-0402,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/a4aea235-ac61-4183-9ec9-f0e475e2cb5e,
Robert Mills,Robert,,Mills,,,,https://senate.la.gov/SenatorPics/Sen36.jpg,Republican,Louisiana State Senate District 36,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 36,,,,,,,,,sen36@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"105 Harvey's Way;Minden, LA 71055",,,318-371-5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/bfb0f436-5b7f-45d5-a7c4-19eb1c3429a0,
Rodney Lyons,Rodney,,Lyons,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep87.jpg,Democratic,Louisiana State House District 87,Louisiana State Representative,LA,Incumbent,Louisiana State House District 87,,,,,,,,,lyonsr@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"5201 Westbank Expressway;Suite 114;Marrero, LA 70072",,,504-510-5417,,504-349-8704,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/71696836-b261-4646-8127-407c40e2c35b,
Rodney Wayne Schamerhorn,Rodney,Wayne,Schamerhorn,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep24.jpg,Republican,Louisiana State House District 24,Louisiana State Representative,LA,Incumbent,Louisiana State House District 24,,,,,,,,,hse024@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 83;Hornbeck, LA 71439",,,318-565-4959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/01cb17b2-a215-4cd5-916a-43c3e91723c7,
Roy Daryl Adams,Roy,Daryl,Adams,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep62.jpg,Independent,Louisiana State House District 62,Louisiana State Representative,LA,Incumbent,Louisiana State House District 62,,,,,,,,,hse062@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 217;Jackson, LA 70748",,,225-634-7470,,225-634-7477,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/0353532c-93a0-41cb-9621-278c8ef19178,
Ryan Bourriaque,Ryan,,Bourriaque,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep47.jpg,Republican,Louisiana State House District 47,Louisiana State Representative,LA,Incumbent,Louisiana State House District 47,,,,,,,,,hse047@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"122 North State Street;Suite 100;Abbeville, LA 70510",,,337-893-5035,,337-740-5035,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/85ef927c-d038-4534-a8ff-b99ad6656bda,
"Sam L. Jenkins, Jr.",Sam,L.,Jenkins,,,Jr.,https://house.louisiana.gov/H_Reps/RepPics20/rep2.jpg,Democratic,Louisiana State House District 2,Louisiana State Representative,LA,Incumbent,Louisiana State House District 2,,,,,,,,,jenkinss@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"2419 Kings Hwy.;Shreveport, LA 71103",,,318-632-5970,,318-632-5972,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/79bdb4d1-c272-4f9e-9cb6-d327bd3a51af,
Sharon Hewitt,Sharon,,Hewitt,,,,https://senate.la.gov/SenatorPics/Sen1.jpg,Republican,Louisiana State Senate District 1,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 1,,,,,,,,,hewitts@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"100 Port Boulevard;Suite 20;Chalmette, LA 70043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/33f8b98a-fb55-4b02-bf90-7254466f969f,
Sherman Q. Mack,Sherman,Q.,Mack,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep95.jpg,Republican,Louisiana State House District 95,Louisiana State Representative,LA,Incumbent,Louisiana State House District 95,,,,,,,,,macks@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 115;Albany, LA 70711",,,225-567-3677,,225-567-3679,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/46b660af-1c4c-46a1-905e-ffd89a9cc32f,
Stephanie Hilferty,Stephanie,,Hilferty,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep94.jpg,Republican,Louisiana State House District 94,Louisiana State Representative,LA,Incumbent,Louisiana State House District 94,,,,,,,,,hilfertys@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"3331 Severn Ave.;Suite 206;Metairie, LA 70002",,,504-885-4154,,504-885-4156,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/de7591e7-6ae0-47c3-b1ea-12073106498c,
Stewart Cathey Jr.,Stewart,,Cathey,,,Jr.,https://senate.la.gov/SenatorPics/Sen33.jpg,Republican,Louisiana State Senate District 33,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 33,,,,,,,,,sen33@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"209 North Park Drive;Monroe, LA 71203",,,318-582-5524,,318-582-5526,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/dd47283c-c202-461f-b56a-8cc2c0b14f15,
Stuart J. Bishop,Stuart,J.,Bishop,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep43.jpg,Republican,Louisiana State House District 43,Louisiana State Representative,LA,Incumbent,Louisiana State House District 43,,,,,,,,,bishops@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 80993;Lafayette, LA 70508",,,337-981-7409,,337-981-7411,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/838191b8-e275-49c4-88c2-fa601af00cb5,
Tammy T. Phelps,Tammy,T.,Phelps,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep3.jpg,Democratic,Louisiana State House District 3,Louisiana State Representative,LA,Incumbent,Louisiana State House District 3,,,,,,,,,hse003@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"810 E. 70th Street;Suite A;Shreveport, LA 71106",,,318-862-3080,,318-862-3088,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/a838e3b6-52ea-4ad0-a308-2337762a492b,
Tanner D. Magee,Tanner,D.,Magee,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep53.jpg,Republican,Louisiana State House District 53,Louisiana State Representative,LA,Incumbent,Louisiana State House District 53,,,,,,,,,mageet@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"7833 W. Main Street;Houma, LA 70360",,,985-858-2970,,985-858-2972,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/408ba872-1304-41aa-8a1c-a26f159ca0a0,
Thomas A. Pressly,Thomas,A.,Pressly,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep6.jpg,Republican,Louisiana State House District 6,Louisiana State Representative,LA,Incumbent,Louisiana State House District 6,,,,,,,,,hse006@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"900 Pierremont Road;Suite 119;Shreveport, LA 71106",,,318-862-9920,,318-862-9922,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/e6a15fa6-85e2-4e5b-b267-202a5cc1f01a,
Timothy P. Kerner,Timothy,P.,Kerner,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep84.jpg,Republican,Louisiana State House District 84,Louisiana State Representative,LA,Incumbent,Louisiana State House District 84,,,,,,,,,hse084@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"799 Jean Lafitte Blvd.;Lafitte, LA 70067-4102",,,504-689-7725,,504-689-7727,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/1ebb9d9b-329d-4a43-a33c-e3608ef09cc8,
Tony Bacala,Tony,,Bacala,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep59.jpg,Republican,Louisiana State House District 59,Louisiana State Representative,LA,Incumbent,Louisiana State House District 59,,,,,,,,,bacalat@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"15482 Airline Hwy.;Suite A;Prairieville, LA 70769",,,225-677-8020,,225-677-8022,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/9fde5725-d1b2-4afc-9897-2706dda502c8,
Troy D. Romero,Troy,D.,Romero,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep37.jpg,Republican,Louisiana State House District 37,Louisiana State Representative,LA,Incumbent,Louisiana State House District 37,,,,,,,,,hse037@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 287;Jennings, LA 70546",,,337-824-0376,,337-824-4780,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/87828aa1-a979-419e-aac6-c808c00896e7,
Valarie Hodges,Valarie,,Hodges,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep64.jpg,Republican,Louisiana State House District 64,Louisiana State Representative,LA,Incumbent,Louisiana State House District 64,,,,,,,,,hodgesv@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"35055 La. Hwy. 16;Suite 2A;Denham Springs, LA 70706",,,225-791-2199,,225-791-9203,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/33e76c3a-a834-444c-9872-fc2af5c83837,
Vanessa Caston LaFleur,Vanessa,Caston,LaFleur,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep101.jpg,Democratic,Louisiana State House District 101,Louisiana State Representative,LA,Incumbent,Louisiana State House District 101,,,,,,,,,hse101@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"445 N. 12th Street;Baton Rouge, LA 70802",,,225-343-3633,,225-342-9770,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/9510158f-4e63-4b68-ad44-daef2987b780,
Vincent J. Pierre,Vincent,J.,Pierre,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep44.jpg,Democratic,Louisiana State House District 44,Louisiana State Representative,LA,Incumbent,Louisiana State House District 44,,,,,,,,,pierrev@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"718 S. Buchanan Street;Lafayette, LA 70501",,,337-262-2330,,337-262-2332,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/79b96fce-bf08-48e4-bd5d-b5fea3a34723,
W. Jay Luneau,W.,Jay,Luneau,,,,https://senate.la.gov/SenatorPics/Sen29.jpg,Democratic,Louisiana State Senate District 29,Louisiana State Senator,LA,Incumbent,Louisiana State Senate District 29,,,,,,,,,luneauj@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"711 Washington Street;Alexandria, LA 71301",,,318-484-2288,,318-484-2287,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/b4a4657a-e588-4036-9a0f-48847e22a140,
Wayne McMahen,Wayne,,McMahen,,,,https://house.louisiana.gov/H_Reps/RepPics20/rep10.jpg,Republican,Louisiana State House District 10,Louisiana State Representative,LA,Incumbent,Louisiana State House District 10,,,,,,,,,mcmahenw@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"736 Main Street;Minden, LA 71055",,,318-371-3092,,318-371-3093,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/c3e1299d-034f-4e70-9c86-c003c6e35964,
"Wilford Dan Carter, Sr.",Wilford,Dan,Carter,,,Sr.,https://house.louisiana.gov/H_Reps/RepPics20/rep34.jpg,Democratic,Louisiana State House District 34,Louisiana State Representative,LA,Incumbent,Louisiana State House District 34,,,,,,,,,hse034@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,337-491-2320,,337-491-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/3ced6b49-7f72-41d0-a84c-0e7cff17e88b,
"William ""Bill"" Wheat, Jr.",William,,Wheat,"""Bill""",,Jr.,https://house.louisiana.gov/H_Reps/RepPics20/rep73.jpg,Republican,Louisiana State House District 73,Louisiana State Representative,LA,Incumbent,Louisiana State House District 73,,,,,,,,,hse073@legis.la.gov,,,,,,,,,,,,,,,,,,,,,,,,"P. O. Box 2473;Ponchatoula, LA 70454",,,985-386-7844,,985-386-5669,,,,,,,,,,,,,,,,,,,,,,,,,,,ocd-person/cb72b0cd-1519-49f9-b075-4ca40111dddc,
Cedric Richmond,Cedric,,Richmond,,,,,Democratic Party,U.S. House Louisiana District 2,Representative,LA,Out of Office,Louisiana Congressional District 2,,,Male,1973-09-13,,,,,,,,https://richmond.house.gov,,,https://www.twitter.com/RepRichmond,,,https://www.youtube.com/c/RepCedricRichmond,,,,,,https://www.facebook.com/RepRichmond,,,,,,,,506 Cannon House Office Building,,,202-225-6636,,,,,,,,,,,,,62391,412432,35384,,,21137,,/m/0bbw8s3,,https://api.propublica.org/congress/v1/members/R000588.json,,,,H8LA02054,,,ocd-division/country:us/state:la/cd:2,,
Bill Cassidy,Bill,,Cassidy,,,,,Republican Party,U.S. Senate Louisiana,"Senator, 2nd Class",LA,Incumbent,Louisiana Statewide,,,Male,1957-09-28,,,,,,,,https://www.cassidy.senate.gov,,,,,,https://www.youtube.com/c/SenatorBillCassidy,,,,,,,,,,,,,,520 Hart Senate Office Building,,,202-224-5824,,,,https://www.cassidy.senate.gov/contact,,,,,,,,S373,1030546,412269,69494,,,20919,,/m/0286t7r,,https://api.propublica.org/congress/v1/members/C001075.json,,,,H8LA00017,,,ocd-division/country:us/state:la,,
