id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,senate_class,state_rank,lis_id
C001072,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001072.json,André,,Carson,,1974-10-16,M,D,,RepAndreCarson,CongressmanAndreCarson,repandrecarson,412258,1027364,84917,20757,N00029513,/m/03qcvz1,H8IN07184,https://carson.house.gov,https://carson.house.gov/rss.xml,,True,,-0.429,,16,2022,865.0,3.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:in/cd:7,2135 Rayburn House Office Building,202-225-4011,,IN,7,False,1807,0.35,98.72,1.16,,,
C001125,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001125.json,Troy,,Carter,,1963-10-26,M,D,,RepTroyCarter,,,456860,,,,N00025766,,,https://troycarter.house.gov,,,True,,,,2,2022,733.0,2.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:la/cd:2,,,,LA,2,False,2202,0.27,98.49,1.51,,,
C001103,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001103.json,Buddy,,Carter,,1957-09-06,M,R,,RepBuddyCarter,congressmanbuddycarter,,412622,76158,32085,21513,N00035346,/m/0w32xj9,H4GA01039,https://buddycarter.house.gov,,,True,,0.569,,8,2022,865.0,51.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ga/cd:1,2432 Rayburn House Office Building,202-225-5831,,GA,1,False,1301,5.9,97.78,2.1,,,
C001051,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001051.json,John,,Carter,,1941-11-06,M,R,,JudgeCarter,judgecarter,repjohncarter,400068,1004257,49296,20356,N00025095,/m/04m7rg,H2TX31044,https://carter.house.gov,,,True,,0.48,,20,2022,865.0,11.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:tx/cd:31,2208 Rayburn House Office Building,202-225-3864,,TX,31,False,4831,1.27,94.46,5.42,,,
C001090,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001090.json,Matt,,Cartwright,,1961-05-01,M,D,,RepCartwright,CongressmanMattCartwright,,412571,79865,136236,21358,N00034128,/m/0j_6b9d,H2PA17079,https://cartwright.house.gov,,,True,,-0.36,,10,2022,865.0,21.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:pa/cd:8,2102 Rayburn House Office Building,202-225-5546,,PA,8,False,4208,2.43,98.22,1.66,,,
C001055,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001055.json,Ed,,Case,,1952-09-27,M,D,,RepEdCase,,,400069,,,20322,N00025882,,H2HI02128,https://case.house.gov,,,True,,-0.196,,4,2022,865.0,13.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:hi/cd:1,2210 Rayburn House Office Building,202-225-2726,,HI,1,False,1501,1.5,97.06,2.82,,,
C001117,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001117.json,Sean,,Casten,,1971-11-23,M,D,,RepCasten,RepSeanCasten,,412775,,176982,,N00041338,/g/11hc_0775g,H8IL06139,https://casten.house.gov,,,True,,,,4,2022,865.0,26.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:il/cd:6,2440 Rayburn House Office Building,202-225-4561,,IL,6,False,1706,3.01,93.79,6.09,,,
C001066,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001066.json,Kathy,,Castor,,1966-08-20,F,D,,USRepKCastor,USRepKathyCastor,RepKathyCastor,412195,1022874,53825,20708,N00027514,/m/0dq1v6,H6FL11126,https://castor.house.gov,https://castor.house.gov/news/rss.aspx,,True,,-0.439,,16,2022,865.0,10.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:fl/cd:14,2052 Rayburn House Office Building,202-225-3376,,FL,14,False,1214,1.16,98.36,1.52,,,
C001091,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001091.json,Joaquín,,Castro,,1974-09-16,M,D,,JoaquinCastrotx,326420614138023,JoaquinCastroTX,412576,63974,49227,21362,N00033316,/m/0bmclg,H2TX35011,https://castro.house.gov,,,True,,-0.4,,10,2022,865.0,4.0,2.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:tx/cd:20,2241 Rayburn House Office Building,202-225-3236,,TX,20,False,4820,0.46,99.19,0.7,,,
C001104,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001104.json,Madison,,Cawthorn,,1995-08-01,M,R,,RepCawthorn,,,456833,,,,N00046252,/g/11jcrrfg9t,H0NC11233,https://cawthorn.house.gov,,,True,,,,2,2022,865.0,42.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:nc/cd:11,102 Cannon House Office Building,202-225-6401,,NC,11,False,3711,4.86,91.55,8.32,,,
C000266,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000266.json,Steven,J.,Chabot,,1953-01-22,M,R,,RepSteveChabot,RepSteveChabot,congressmanchabot,400071,36705,21790,29550,N00003689,/m/0343vk,H8OH01043,https://chabot.house.gov,,,True,,0.551,,12,2022,865.0,1.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:oh/cd:1,2408 Rayburn House Office Building,202-225-2216,,OH,1,False,3901,0.12,97.09,2.8,,,
C001109,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001109.json,Liz,,Cheney,,1966-07-28,F,R,House Republican Conference Chair,RepLizCheney,replizcheney,,412732,86147,171319,21710,N00035504,/m/04slt0,H6WY00159,https://cheney.house.gov,https://cheney.house.gov/category/press_release/feed/,,True,,0.442,,6,2022,865.0,108.0,0.0,2022-08-09 12:00:38 -0400,ocd-division/country:us/state:wy/cd:1,416 Cannon House Office Building,202-225-2311,,WY,At-Large,True,5600,12.49,91.62,8.24,,,
C001127,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001127.json,Sheila,,Cherfilus-McCormick,,1979-01-25,F,D,,CongresswomanSC,,,456865,,,,,,H8FL20032,https://cherfilus-mccormick.house.gov,,,True,,,,2,2022,408.0,1.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:fl/cd:20,,,,FL,20,False,1220,0.25,98.28,1.72,,,
C001080,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001080.json,Judy,,Chu,,1953-07-07,F,D,,RepJudyChu,RepJudyChu,RepJudyChu,412379,92573,16539,20955,N00030600,/m/0krsk2,H0CA32101,https://chu.house.gov,https://chu.house.gov/rss.xml,,True,,-0.488,,16,2022,865.0,2.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:ca/cd:27,2423 Rayburn House Office Building,202-225-5464,,CA,27,False,0627,0.23,98.84,1.05,,,
C001084,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001084.json,David,,Cicilline,,1961-07-15,M,D,,RepCicilline,CongressmanDavidCicilline,RepDavidCicilline,412470,1033865,7349,21172,N00032019,/m/04t97v,H0RI01073,https://cicilline.house.gov,https://cicilline.house.gov/rss.xml,,True,,-0.388,,12,2022,865.0,8.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ri/cd:1,2233 Rayburn House Office Building,202-225-4911,,RI,1,False,4401,0.92,99.06,0.82,,,
C001101,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001101.json,Katherine,,Clark,,1963-07-17,F,D,Assistant Speaker of the House,RepKClark,CongresswomanClark,,412600,73178,35858,21375,N00035278,/m/0fpjc8b,H4MA05084,https://katherineclark.house.gov,,,True,,-0.483,,10,2022,865.0,5.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ma/cd:5,2448 Rayburn House Office Building,202-225-2836,,MA,5,False,2505,0.58,98.95,0.93,,,
C001067,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001067.json,Yvette,D.,Clarke,,1964-11-21,F,D,,RepYvetteClarke,repyvettedclarke,repyvetteclarke,412221,1022875,44741,20733,N00026961,/m/06h90t,H4NY11138,https://clarke.house.gov,https://clarke.house.gov/category/press-releases/feed/,,True,,-0.612,,16,2022,865.0,14.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:ny/cd:9,2058 Rayburn House Office Building,202-225-6231,,NY,9,False,3609,1.62,98.7,1.18,,,
C001061,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001061.json,Emanuel,,Cleaver,II,1944-10-26,M,D,,RepCleaver,emanuelcleaverii,repcleaver,400639,10933,39507,20517,N00026790,/m/04cbbm,H4MO05234,https://cleaver.house.gov,https://cleaver.house.gov/rss.xml,,True,,-0.453,,18,2022,865.0,5.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:mo/cd:5,2335 Rayburn House Office Building,202-225-4535,,MO,5,False,2905,0.58,99.18,0.7,,,
C001118,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001118.json,Ben,,Cline,,1972-02-29,M,R,,RepBenCline,,,412832,,50959,,N00042296,/m/04yf6mk,H8VA06104,https://cline.house.gov,,,True,,,,4,2022,865.0,15.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:va/cd:6,2443 Rayburn House Office Building,202-225-5431,,VA,6,False,5106,1.73,85.93,13.95,,,
C001115,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001115.json,Michael,,Cloud,,1975-05-13,M,R,,RepCloudTX,,,412746,10322,177350,,N00041882,/g/11f6y3n6vk,H8TX27049,https://cloud.house.gov,,,True,,,,6,2022,865.0,33.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:tx/cd:27,512 Cannon House Office Building,202-225-7742,,TX,27,False,4827,3.82,85.01,14.87,,,
C000537,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000537.json,James,E.,Clyburn,,1940-07-21,M,D,House Majority Whip,WhipClyburn,jameseclyburn,repjamesclyburn,400075,21607,27066,39301,N00002408,/m/03c469,H2SC02042,https://clyburn.house.gov,,,True,,-0.464,,30,2022,865.0,15.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:sc/cd:6,274 Cannon House Office Building,202-225-3315,,SC,6,False,4506,1.73,98.94,0.94,,,
C001116,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001116.json,Andrew,,Clyde,,1963-11-22,M,R,,,,,456813,,,,N00046654,/g/11j32tm4v4,H0GA09246,https://clyde.house.gov,,,True,,,,2,2022,865.0,22.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:ga/cd:9,521 Cannon House Office Building,202-225-9893,,GA,9,False,1309,2.54,84.74,15.14,,,
C001068,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001068.json,Steve,,Cohen,,1949-05-24,M,D,,RepCohen,CongressmanSteveCohen,repcohen,412236,1022876,24340,20748,N00003225,/m/04l8cr,H6TN09068,https://cohen.house.gov,https://cohen.house.gov/rss.xml,,True,,-0.398,,16,2022,865.0,2.0,2.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:tn/cd:9,2104 Rayburn House Office Building,202-225-3265,,TN,9,False,4709,0.23,98.03,1.86,,,
C001053,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001053.json,Tom,,Cole,,1949-04-28,M,R,,TomColeOK04,TomColeOK04,reptomcole,400077,1003609,46034,20344,N00025726,/m/03tqb0,H2OK04055,https://cole.house.gov,https://cole.house.gov/rss.xml,,True,,0.33,,20,2022,865.0,7.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ok/cd:4,2207 Rayburn House Office Building,202-225-6165,,OK,4,False,4004,0.81,94.37,5.52,,,
C001108,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001108.json,James,,Comer,,1972-08-19,M,R,,RepJamesComer,congressmancomer,,412676,76619,35169,21565,N00038260,/m/0j65cf0,H6KY01110,https://comer.house.gov,,,True,,0.595,,8,2022,865.0,6.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ky/cd:1,2410 Rayburn House Office Building,202-225-3115,,KY,1,False,2101,0.69,93.55,6.33,,,
C001078,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001078.json,Gerald,E.,Connolly,,1950-03-30,M,D,,GerryConnolly,CongressmanGerryConnolly,repconnolly,412272,1015936,95078,20952,N00029891,/m/04f40kn,H8VA11062,https://connolly.house.gov,,,True,,-0.306,,14,2022,865.0,3.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:va/cd:11,2238 Rayburn House Office Building,202-225-1492,,VA,11,False,5111,0.35,98.84,1.05,,,
C001128,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001128.json,Connie,,Conway,,1950-09-25,F,R,,,,,456866,,,,,,,,,,True,,,,2,,148.0,22.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ca/cd:22,,,,CA,22,False,0622,14.86,95.24,4.76,,,
C000754,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000754.json,Jim,,Cooper,,1954-06-19,M,D,,RepJimCooper,JimCooper,RepJimCooper,400081,1201,48891,15019,N00003132,/m/03tm2p,H2TN05131,https://cooper.house.gov,https://cooper.house.gov/rss.xml,,True,,-0.164,,20,2022,865.0,6.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:tn/cd:5,1536 Longworth House Office Building,202-225-4311,,TN,5,False,4705,0.69,98.95,0.93,,,
C001110,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001110.json,J.,Luis,Correa,,1958-01-24,M,D,,reploucorrea,RepLouCorrea,,412688,46310,9732,21711,N00037260,/m/02q_np2,H6CA46116,https://correa.house.gov,,,True,,-0.287,,6,2022,865.0,2.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:ca/cd:46,2301 Rayburn House Office Building,202-225-2965,,CA,46,False,0646,0.23,98.61,1.28,,,
C001059,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001059.json,Jim,,Costa,,1952-04-13,M,D,,RepJimCosta,RepJimCosta,RepJimCostaCA20,400618,19599,3577,20501,N00026341,/m/04chm2,H4CA20082,https://costa.house.gov,https://costa.house.gov/rss.xml,,True,,-0.193,,18,2022,865.0,22.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ca/cd:16,2081 Rayburn House Office Building,202-225-3341,,CA,16,False,0616,2.54,97.74,2.14,,,
C001069,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001069.json,Joe,,Courtney,,1953-04-06,M,D,,RepJoeCourtney,joecourtney,repcourtney,412193,1021284,30333,20706,N00024842,/m/0700nd,H2CT02112,https://courtney.house.gov,https://courtney.house.gov/rss.xml,,True,,-0.343,,16,2022,865.0,0.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ct/cd:2,2449 Rayburn House Office Building,202-225-2076,,CT,2,False,0902,0.0,98.26,1.62,,,
C001119,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001119.json,Angie,,Craig,,1972-02-14,F,D,,RepAngieCraig,,,412789,,166261,,N00037039,/g/11gtcwmfp3,H6MN02131,https://craig.house.gov,,,True,,,,4,2022,865.0,2.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:mn/cd:2,2442 Rayburn House Office Building,202-225-2271,,MN,2,False,2702,0.23,95.82,4.07,,,
C001087,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001087.json,Rick,,Crawford,,1966-01-22,M,R,,RepRickCrawford,RepRickCrawford,RepRickCrawford,412400,623259,119208,21106,N00030770,/m/0czb3pp,H0AR01083,https://crawford.house.gov,https://crawford.house.gov/news/rss.aspx,,True,,0.43,,12,2022,865.0,8.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ar/cd:1,2422 Rayburn House Office Building,202-225-4076,,AR,1,False,0501,0.92,96.95,2.93,,,
C001120,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001120.json,Dan,,Crenshaw,,1984-03-14,M,R,,RepDanCrenshaw,,,412820,,177270,,N00042224,/g/11gtg5t4wg,H8TX02166,https://crenshaw.house.gov,,,True,,,,4,2022,865.0,23.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:tx/cd:2,413 Cannon House Office Building,202-225-6565,,TX,2,False,4802,2.66,95.94,3.94,,,
C001111,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001111.json,Charlie,,Crist,,1956-07-24,M,D,,repcharliecrist,RepCharlieCrist,,412697,7960,24311,21712,N00002942,/m/04jyvv,H6FL13205,https://crist.house.gov,,,True,,-0.226,,6,2022,865.0,4.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:fl/cd:13,215 Cannon House Office Building,202-225-5961,,FL,13,False,1213,0.46,97.32,2.56,,,
C001121,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001121.json,Jason,,Crow,,1979-03-15,M,D,,RepJasonCrow,,,412762,,180218,,N00040876,/g/11gzqdw_wg,H8CO06229,https://crow.house.gov,,,True,,,,4,2022,865.0,3.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:co/cd:6,1229 Longworth House Office Building,202-225-7882,,CO,6,False,0806,0.35,98.14,1.74,,,
C001063,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001063.json,Henry,,Cuellar,,1955-09-19,M,D,,RepCuellar,152569121550,henrycuellar,400657,1013062,5486,20533,N00024978,/m/04clj6,H2TX23082,https://cuellar.house.gov,https://cuellar.house.gov/news/rss.aspx,,True,,-0.229,,18,2022,865.0,1.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:tx/cd:28,2372 Rayburn House Office Building,202-225-1640,,TX,28,False,4828,0.12,95.82,4.06,,,
C001114,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001114.json,John,,Curtis,,1960-05-10,M,R,,RepJohnCurtis,RepJohnCurtis,,412740,,123390,21755,N00041221,/m/0bmdhtb,H8UT03238,https://curtis.house.gov,https://curtis.house.gov/category/press-releases/feed/,,True,,0.495,,6,2022,865.0,16.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ut/cd:3,2400 Rayburn House Office Building,202-225-7751,,UT,3,False,4903,1.85,95.38,4.5,,,
D000629,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000629.json,Sharice,,Davids,,1980-05-22,F,D,,RepDavids,,,412780,,181201,,N00042626,/g/11fgm1fq16,H8KS03155,https://davids.house.gov,,,True,,,,4,2022,865.0,1.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ks/cd:3,1541 Longworth House Office Building,202-225-2865,,KS,3,False,2003,0.12,97.56,2.32,,,
D000626,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000626.json,Warren,,Davidson,,1970-03-01,M,R,,WarrenDavidson,CongressmanWarrenDavidson,,412675,102555,166760,21564,N00038767,/g/11cmmch3q8,H6OH08315,https://davidson.house.gov,,,True,,0.667,,8,2022,865.0,13.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:oh/cd:8,2113 Rayburn House Office Building,202-225-6205,,OH,8,False,3908,1.5,85.01,14.88,,,
D000619,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000619.json,Rodney,,Davis,,1970-01-05,M,R,,RodneyDavis,RepRodneyDavis,RepRodneyDavis,412536,68337,9622,21328,N00034784,/m/0jwttjt,H2IL13120,https://rodneydavis.house.gov,,,True,,0.28,,10,2022,865.0,30.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:il/cd:13,2079 Rayburn House Office Building,202-225-2371,,IL,13,False,1713,3.47,93.03,6.85,,,
D000096,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000096.json,Danny,K.,Davis,,1941-09-06,M,D,,RepDannyDavis,CongressmanDKDavis,dannykdavis07,400093,44325,233,29717,N00004884,/m/0256k7,H4IL07037,https://davis.house.gov,,,True,,-0.486,,26,2022,865.0,17.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:il/cd:7,2159 Rayburn House Office Building,202-225-5006,,IL,7,False,1707,1.97,98.7,1.18,,,
D000631,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000631.json,Madeleine,,Dean,,1959-06-06,F,D,,RepDean,,,412809,,136484,,N00042894,/m/0nfwmy_,H8PA04116,https://dean.house.gov,,,True,,,,4,2022,865.0,3.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:pa/cd:4,120 Cannon House Office Building,202-225-4731,,PA,4,False,4204,0.35,99.65,0.23,,,
D000191,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000191.json,Peter,A.,DeFazio,,1947-05-27,M,D,,RepPeterDeFazio,RepPeterDeFazio,PeterDeFazio,400100,6068,27037,15410,N00007781,/m/033ttx,H6OR04047,https://defazio.house.gov,https://defazio.house.gov/rss.xml,,True,,-0.427,,36,2022,865.0,16.0,1.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:or/cd:4,2134 Rayburn House Office Building,202-225-6416,,OR,4,False,4104,1.85,98.7,1.18,,,
D000197,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000197.json,Diana,,DeGette,,1957-07-29,F,D,,RepDianaDeGette,DianaDeGette,RepDianaDeGette,400101,90293,561,29710,N00006134,/m/024z95,H6CO01141,https://degette.house.gov,https://degette.house.gov/rss.xml,,True,,-0.431,,26,2022,865.0,5.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:co/cd:1,2111 Rayburn House Office Building,202-225-4431,,CO,1,False,0801,0.58,99.07,0.82,,,
D000216,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000216.json,Rosa,,DeLauro,,1943-03-02,F,D,,RosaDeLauro,CongresswomanRosaDeLauro,rosadelauro,400103,19040,26788,29109,N00000615,/m/024zn0,H0CT03072,https://delauro.house.gov,https://delauro.house.gov/rss.xml,,True,,-0.415,,32,2022,865.0,7.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ct/cd:3,2413 Rayburn House Office Building,202-225-3661,,CT,3,False,0903,0.81,97.9,1.99,,,
D000617,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000617.json,Suzan,K.,DelBene,,1962-02-17,F,D,,RepDelBene,RepDelBene,,412505,1033929,126272,31101,N00030693,/m/05p0dnk,H0WA08046,https://delbene.house.gov,,,True,,-0.285,,12,2022,865.0,0.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:wa/cd:1,2330 Rayburn House Office Building,202-225-6311,,WA,1,False,5301,0.0,99.07,0.81,,,
D000630,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000630.json,Antonio,,Delgado,,1977-01-19,M,D,,repdelgado,,,412805,,180313,,N00040741,/g/11gzqgrp2f,H8NY19181,https://delgado.house.gov,,,False,,,,4,2022,680.0,0.0,0.0,2022-07-29 21:32:44 -0400,ocd-division/country:us/state:ny/cd:19,1007 Longworth House Office Building,202-225-5614,,NY,19,False,3619,0.0,97.49,2.36,,,
D000627,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000627.json,Val,,Demings,,1957-03-12,F,D,,RepValDemings,RepresentativeValDemings,,412696,623713,137637,21713,N00033449,/m/0n52xwn,H2FL08063,https://demings.house.gov,https://demings.house.gov/rss.xml,,True,,-0.322,,6,2022,865.0,2.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:fl/cd:10,217 Cannon House Office Building,202-225-2176,,FL,10,False,1210,0.23,97.44,2.44,,,
