Researcher,id,name,State,official biography,biography,facebook,Facebook (Official),Facebook (Personal),Facebook (Campaign),twitter,Twitter (Official),Twitter (Personal),Twitter (Campaign),current_party,current_district,current_chamber,title,status,given_name,family_name,gender,email,birth_date,death_date,image,links,sources,capitol_address,capitol_voice,capitol_fax,district_address,district_voice,district_fax,youtube,instagram,Instagram (Official),Instagram (Personal),Instagram (Campaign),Campaign mailing address,Campaign phone,LinkedIn
,n/a,Jim Costa,CA,,,n/a,n/a,,https://www.facebook.com/CostaForCongress,n/a,n/a,,,Democratic Party,U.S. House California District 21,U.S. House California District 21,,Candidate,Jim,Costa,Male,info@jimcosta.com,,n/a,,n/a,https://www.jimcosta.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"2037 W Bullard #355, Fresno, CA 93711",559-252-2004,
,n/a,Michael Maher,CA,,,n/a,n/a,,https://www.facebook.com/Maher4Congress,n/a,n/a,, https://www.twitter.com/maher4congress,Republican Party,U.S. House California District 21,U.S. House California District 21,,Candidate,Michael,Maher,Male,,,n/a,,n/a,https://www.michaelmaher.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/maher4congress/,"P.O. Box 490, Kingsburg CA 93631",,
,n/a,Connie Conway,CA,,,n/a,n/a,,https://www.facebook.com/connieforcongress,n/a,n/a, https://www.twitter.com/cconway157,,Republican Party,U.S. House California District 22,U.S. House California District 22,,Candidate,Connie,Conway,,,,n/a,,n/a,https://www.connieforcongress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,https://www.linkedin.com/in/connie-conway-56570042/
,n/a,David G. Valadao,CA,,,n/a,n/a,https://www.facebook.com/dvaladao,https://www.facebook.com/ValadaoforCongress/,n/a,n/a,, https://www.twitter.com/dgvaladao,Republican Party,U.S. House California District 22,U.S. House California District 22,,Candidate,David,Valadao,Male,info@ValadaoforCongress.com,,n/a,,n/a,https://valadaoforcongress.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/dgvaladao/,"P.O. BOX 839, HANFORD, CA 93232",559-380-7907,https://www.linkedin.com/in/david-valadao-7142b2180/
,n/a,Rudy Salas,CA,,,n/a,n/a,https://www.facebook.com/rudysalas,https://www.facebook.com/salasforassembly,n/a,n/a,, https://www.twitter.com/RudySalasCA,Democratic Party,U.S. House California District 22,U.S. House California District 22,,Candidate,Rudy,Salas,Male,,,n/a,,n/a,https://www.rudysalas.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/rudysalasjr/,"P.O. Box 42257 Bakersfield , CA 93384",,https://www.linkedin.com/in/rudysalas/
,n/a,Lourin Hubbard,CA,,,n/a,n/a,https://www.facebook.com/lohubb56,https://www.facebook.com/LourinForCongress,n/a,n/a,, https://www.twitter.com/LourinHubbard,Democratic Party,U.S. House California District 22,U.S. House California District 22,,Candidate,Lourin,Hubbard,Male,info@lourinhubbard.com,,n/a,,n/a,https://www.lourinhubbard.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/lourin_hubbard/,"P.O. Box 26118 Fresno, CA 93729",,https://www.linkedin.com/in/lourin-hubbard-73238136
,n/a,David G. Valadao,CA,,,n/a,n/a,https://www.facebook.com/dvaladao,https://www.facebook.com/ValadaoforCongress/,n/a,n/a,, https://www.twitter.com/dgvaladao,Republican Party,U.S. House California District 22,U.S. House California District 22,,Candidate,David,Valadao,Male,info@ValadaoforCongress.com,,n/a,,n/a,https://valadaoforcongress.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/dgvaladao/,"P.O. BOX 839, HANFORD, CA 93232",559-380-7907,https://www.linkedin.com/in/david-valadao-7142b2180/
,n/a,Rudy Salas,CA,,,n/a,n/a,https://www.facebook.com/rudysalas,https://www.facebook.com/salasforassembly,n/a,n/a,, https://www.twitter.com/RudySalasCA,Democratic Party,U.S. House California District 22,U.S. House California District 22,,Candidate,Rudy,Salas,Male,,,n/a,,n/a,https://www.rudysalas.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/rudysalasjr/,"P.O. Box 42257 Bakersfield , CA 93384",,https://www.linkedin.com/in/rudysalas/
,n/a,Jay Obernolte,CA,,,n/a,n/a,https://www.facebook.com/jay.obernolte,https://www.facebook.com/ElectJay,n/a,n/a,, https://www.twitter.com/TeamObernolte,Republican Party,U.S. House California District 23,U.S. House California District 23,,Candidate,Jay,Obernolte,Male,Info@ElectJay.com,,n/a,,n/a,http://electjay.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/obernolte_jay/,,,760-553-3028,https://www.linkedin.com/in/jay-obernolte-b6b587a4/
,n/a,Derek Marshall,CA,,,n/a,n/a,,https://www.facebook.com/DerekMarshallCA/,n/a,n/a,, https://www.twitter.com/DerekMarshallCA,Democratic Party,U.S. House California District 23,U.S. House California District 23,,Candidate,Derek,Marshall,Male,info@derekmarshallca.com,,n/a,,n/a,https://www.derekmarshallca.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UC5ui_2JhehYAnAE5p_9N0ew,n/a,n/a,,https://www.instagram.com/DerekMarshallCA/,"P.O. Box 2836, Victorville, CA 92395",760-486-2416,https://www.linkedin.com/in/derekmarshallca/
,n/a,Jay Obernolte,CA,,,n/a,n/a,https://www.facebook.com/jay.obernolte,https://www.facebook.com/ElectJay,n/a,n/a,, https://www.twitter.com/TeamObernolte,Republican Party,U.S. House California District 23,U.S. House California District 23,,Candidate,Jay,Obernolte,Male,Info@ElectJay.com,,n/a,,n/a,http://electjay.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/obernolte_jay/,,,760-553-3028,https://www.linkedin.com/in/jay-obernolte-b6b587a4/
,n/a,Derek Marshall,CA,,,n/a,n/a,,https://www.facebook.com/DerekMarshallCA/,n/a,n/a,, https://www.twitter.com/DerekMarshallCA,Democratic Party,U.S. House California District 23,U.S. House California District 23,,Candidate,Derek,Marshall,Male,info@derekmarshallca.com,,n/a,,n/a,https://www.derekmarshallca.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UC5ui_2JhehYAnAE5p_9N0ew,n/a,n/a,,https://www.instagram.com/DerekMarshallCA/,"P.O. Box 2836, Victorville, CA 92395",760-486-2416,https://www.linkedin.com/in/derekmarshallca/
,n/a,Salud Carbajal,CA,,,n/a,n/a,https://www.facebook.com/salud.carbajal,https://www.facebook.com/CarbajalForCongress/,n/a,n/a,, https://www.twitter.com/carbajalsalud,Democratic Party,U.S. House California District 24,U.S. House California District 24,,Candidate,Salud,Carbajal,Male,info@saludcarbajal.com,,n/a,,n/a,https://www.saludcarbajal.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/saludcarbajal/,"P.O. Box 1290, Santa Barbara, CA 93102",805-845-9745,
,n/a,Brad Allen,CA,,,n/a,n/a,,,n/a,n/a,,,Republican Party,U.S. House California District 24,U.S. House California District 24,,Candidate,Brad,Allen,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Salud Carbajal,CA,,,n/a,n/a,https://www.facebook.com/salud.carbajal,https://www.facebook.com/CarbajalForCongress/,n/a,n/a,, https://www.twitter.com/carbajalsalud,Democratic Party,U.S. House California District 24,U.S. House California District 24,,Candidate,Salud,Carbajal,Male,info@saludcarbajal.com,,n/a,,n/a,https://www.saludcarbajal.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/saludcarbajal/,"P.O. Box 1290, Santa Barbara, CA 93102",805-845-9745,
,n/a,Brad Allen,CA,,,n/a,n/a,,,n/a,n/a,,,Republican Party,U.S. House California District 24,U.S. House California District 24,,Candidate,Brad,Allen,,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Raul Ruiz,CA,,,n/a,n/a,,https://www.facebook.com/DrRaulRuiz/,n/a,n/a,, https://www.twitter.com/Dr_RaulRuiz,Democratic Party,U.S. House California District 25,U.S. House California District 25,,Candidate,Raul,Ruiz,Male,info@drraulruiz.com,,n/a,,n/a,https://drraulruiz.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/doctorraulruiz/,"PO Box 1566, Indio, CA 92202",760-360-2495,https://www.linkedin.com/in/raul-ruiz-9a0a976/
,n/a,Brian Hawkins,CA,,,n/a,n/a,,https://www.facebook.com/HawkinsforCongress,n/a,n/a,, https://www.twitter.com/realpastorbrian,Republican Party,U.S. House California District 25,U.S. House California District 25,,Candidate,Brian,Hawkins,Male,renewingamerica2022@gmail.com,,n/a,,n/a,https://hawkinsforcongress2022.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UC-57uXoMg3cWHIKU9S8sx3w,n/a,n/a,,https://www.instagram.com/realpastorbrian/,"3843 S Bristol Street #604, Santa Ana, CA 92704",,
,n/a,Raul Ruiz,CA,,,n/a,n/a,,https://www.facebook.com/DrRaulRuiz/,n/a,n/a,, https://www.twitter.com/Dr_RaulRuiz,Democratic Party,U.S. House California District 25,U.S. House California District 25,,Candidate,Raul,Ruiz,Male,info@drraulruiz.com,,n/a,,n/a,https://drraulruiz.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/doctorraulruiz/,"PO Box 1566, Indio, CA 92202",760-360-2495,https://www.linkedin.com/in/raul-ruiz-9a0a976/
,n/a,Brian Hawkins,CA,,,n/a,n/a,,https://www.facebook.com/HawkinsforCongress,n/a,n/a,, https://www.twitter.com/realpastorbrian,Republican Party,U.S. House California District 25,U.S. House California District 25,,Candidate,Brian,Hawkins,Male,renewingamerica2022@gmail.com,,n/a,,n/a,https://hawkinsforcongress2022.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UC-57uXoMg3cWHIKU9S8sx3w,n/a,n/a,,https://www.instagram.com/realpastorbrian/,"3843 S Bristol Street #604, Santa Ana, CA 92704",,
,n/a,Julia Brownley,CA,,,n/a,n/a,,https://www.facebook.com/juliabrownley/,n/a,n/a,, https://www.twitter.com/JuliaBrownley,Democratic Party,U.S. House California District 26,U.S. House California District 26,,Candidate,Julia,Brownley,Female,info@juliabrownley.com,,n/a,,n/a,https://juliabrownley.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/juliabrownley/,"PO BOX 2018, THOUSAND OAKS, CA 91358",805-330-1070,
,n/a,Matt Jacobs,CA,,,n/a,n/a,https://www.facebook.com/MattJacobs805/,https://www.facebook.com/MattJacobsCA/,n/a,n/a,, https://www.twitter.com/mattjacobsca,Republican Party,U.S. House California District 26,U.S. House California District 26,,Candidate,Matt,Jacobs,Male,info@mattjacobsforcongress.com,,n/a,,n/a,https://www.mattjacobsforcongress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/mattjacobsca/,"P.O. Box 4723, 3435 E. Thousand Oaks Blvd., Thousand Oaks, CA 91359",,https://www.linkedin.com/in/mattjacobsca/
,n/a,Julia Brownley,CA,,,n/a,n/a,,https://www.facebook.com/juliabrownley/,n/a,n/a,, https://www.twitter.com/JuliaBrownley,Democratic Party,U.S. House California District 26,U.S. House California District 26,,Candidate,Julia,Brownley,Female,info@juliabrownley.com,,n/a,,n/a,https://juliabrownley.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/juliabrownley/,"PO BOX 2018, THOUSAND OAKS, CA 91358",805-330-1070,
,n/a,Matt Jacobs,CA,,,n/a,n/a,https://www.facebook.com/MattJacobs805/,https://www.facebook.com/MattJacobsCA/,n/a,n/a,, https://www.twitter.com/mattjacobsca,Republican Party,U.S. House California District 26,U.S. House California District 26,,Candidate,Matt,Jacobs,Male,info@mattjacobsforcongress.com,,n/a,,n/a,https://www.mattjacobsforcongress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/mattjacobsca/,"P.O. Box 4723, 3435 E. Thousand Oaks Blvd., Thousand Oaks, CA 91359",,https://www.linkedin.com/in/mattjacobsca/
,n/a,Christy Smith,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=100006890013043,https://www.facebook.com/ChristyForCongress/,n/a,n/a,, https://www.twitter.com/christysmithca,Democratic Party,U.S. House California District 27,U.S. House California District 27,,Candidate,Christy,Smith,Female,info@ChristyforCongress.org,,n/a,,n/a,https://www.christyforcongress.org/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCMUfBASCdzJNV4_jlv85e1A,n/a,n/a,,https://www.instagram.com/christysmithforcongress/,"P.O. Box 301, 24307 Magic Mountain Parkway, Valencia, CA 91355",818-351-6457,
,n/a,Mike Garcia,CA,,,n/a,n/a,,https://www.facebook.com/electmikegarcia,n/a,n/a,, https://www.twitter.com/ElectMikeGarcia,Republican Party,U.S. House California District 27,U.S. House California District 27,,Candidate,Mike,Garcia,Male,info@electmikegarcia.com,,n/a,,n/a,https://www.electmikegarcia.com,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCrA_21xJELV7gy63BfhBi4g,n/a,n/a,,https://www.instagram.com/electmikegarcia/,"23890 Copper Hill Drive #365, Valencia, CA 91354",661-627-0333,https://www.linkedin.com/in/michael-garcia-96131b14/
,n/a,Christy Smith,CA,,,n/a,n/a,https://www.facebook.com/profile.php?id=100006890013043,https://www.facebook.com/ChristyForCongress/,n/a,n/a,, https://www.twitter.com/christysmithca,Democratic Party,U.S. House California District 27,U.S. House California District 27,,Candidate,Christy,Smith,Female,info@ChristyforCongress.org,,n/a,,n/a,https://www.christyforcongress.org/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCMUfBASCdzJNV4_jlv85e1A,n/a,n/a,,https://www.instagram.com/christysmithforcongress/,"P.O. Box 301, 24307 Magic Mountain Parkway, Valencia, CA 91355",818-351-6457,
,n/a,Mike Garcia,CA,,,n/a,n/a,,https://www.facebook.com/electmikegarcia,n/a,n/a,, https://www.twitter.com/ElectMikeGarcia,Republican Party,U.S. House California District 27,U.S. House California District 27,,Candidate,Mike,Garcia,Male,info@electmikegarcia.com,,n/a,,n/a,https://www.electmikegarcia.com,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCrA_21xJELV7gy63BfhBi4g,n/a,n/a,,https://www.instagram.com/electmikegarcia/,"23890 Copper Hill Drive #365, Valencia, CA 91354",661-627-0333,https://www.linkedin.com/in/michael-garcia-96131b14/
,n/a,Judy Chu,CA,,,n/a,n/a,,https://www.facebook.com/Chu4Congress,n/a,n/a,, https://www.twitter.com/JudyChuCampaign,Democratic Party,U.S. House California District 28,U.S. House California District 28,,Candidate,Judy,Chu,Female,chuforcongress@gmail.com,,n/a,,n/a,https://www.judychu.org/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"1 531 Purdue Avenue, Los Angeles, CA 90025",310-477-8081,https://www.linkedin.com/in/judy-chu-972580b9/
,n/a,Wes Hallman,CA,,,n/a,n/a,,,n/a,n/a,,,Republican Party,U.S. House California District 28,U.S. House California District 28,,Candidate,Wes,Hallman,,,,n/a,,n/a,https://weshallmanforcongress.org/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Judy Chu,CA,,,n/a,n/a,,https://www.facebook.com/Chu4Congress,n/a,n/a,, https://www.twitter.com/JudyChuCampaign,Democratic Party,U.S. House California District 28,U.S. House California District 28,,Candidate,Judy,Chu,Female,chuforcongress@gmail.com,,n/a,,n/a,https://www.judychu.org/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"1 531 Purdue Avenue, Los Angeles, CA 90025",310-477-8081,https://www.linkedin.com/in/judy-chu-972580b9/
,n/a,Wes Hallman,CA,,,n/a,n/a,,,n/a,n/a,,,Republican Party,U.S. House California District 28,U.S. House California District 28,,Candidate,Wes,Hallman,,,,n/a,,n/a,https://weshallmanforcongress.org/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,,
,n/a,Tony Cárdenas,CA,,,n/a,n/a,https://www.facebook.com/tonycardenas01,https://www.facebook.com/TonyCardenasForCongress,n/a,n/a,, https://www.twitter.com/Tcardenas,Democratic Party,U.S. House California District 29,U.S. House California District 29,,Candidate,Tony,Cárdenas,Male,cardenas4congress@gmail.com,,n/a,,n/a,https://www.tonycardenasforcongress.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/tonycardenasca,"1024 N Maclay Avenue, Apt B, San Fernando, CA 91340",818-650-1059,https://www.linkedin.com/in/u-s-rep-tony-cardenas-1b2365a1/
,n/a,Angélica María Dueñas,CA,,,n/a,n/a,https://www.facebook.com/angelica.duenas.104855,https://www.facebook.com/Angelica4CA,n/a,n/a,, https://www.twitter.com/angelica4ca,Democratic Party,U.S. House California District 29,U.S. House California District 29,,Candidate,Angélica,Dueñas,Female,,,n/a,,n/a,https://www.angelica4congress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"P.O. Box 854, Sun Valley, CA 91353",818-962-8392,https://www.linkedin.com/in/angelicaduenas/
,n/a,Tony Cárdenas,CA,,,n/a,n/a,https://www.facebook.com/tonycardenas01,https://www.facebook.com/TonyCardenasForCongress,n/a,n/a,, https://www.twitter.com/Tcardenas,Democratic Party,U.S. House California District 29,U.S. House California District 29,,Candidate,Tony,Cárdenas,Male,cardenas4congress@gmail.com,,n/a,,n/a,https://www.tonycardenasforcongress.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/tonycardenasca,"1024 N Maclay Avenue, Apt B, San Fernando, CA 91340",818-650-1059,https://www.linkedin.com/in/u-s-rep-tony-cardenas-1b2365a1/
,n/a,Angélica María Dueñas,CA,,,n/a,n/a,https://www.facebook.com/angelica.duenas.104855,https://www.facebook.com/Angelica4CA,n/a,n/a,, https://www.twitter.com/angelica4ca,Democratic Party,U.S. House California District 29,U.S. House California District 29,,Candidate,Angélica,Dueñas,Female,,,n/a,,n/a,https://www.angelica4congress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"P.O. Box 854, Sun Valley, CA 91353",818-962-8392,https://www.linkedin.com/in/angelicaduenas/
,n/a,Kevin Kiley,CA,,,n/a,n/a,https://www.facebook.com/kevinpkiley,,n/a,n/a,, https://www.twitter.com/KevinKileyCA,Republican Party,U.S. House California District 3,U.S. House California District 3,,Candidate,Kevin,Kiley,Male,,,n/a,,n/a,https://blog.electkevinkiley.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/kkiley99333/,,,,https://www.linkedin.com/in/kevin-kiley-10714266/
,n/a,Kermit Jones,CA,,,n/a,n/a,,https://www.facebook.com/DrKermitJones,n/a,n/a,, https://www.twitter.com/DrKermitJones,Democratic Party,U.S. House California District 3,U.S. House California District 3,,Candidate,Kermit,Jones,Male,info@kermitjonesforcongress.com,,n/a,,n/a,https://www.kermitjonesforcongress.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCJFEKv1DMObwfhJySww__3A,n/a,n/a,https://www.instagram.com/kermit.jones/,https://www.instagram.com/drkermitjones/,"P.O. Box 713, Roseville, CA 95661",,https://www.linkedin.com/in/kermit-jones-4348735/
,n/a,Kevin Kiley,CA,,,n/a,n/a,https://www.facebook.com/kevinpkiley,,n/a,n/a,, https://www.twitter.com/KevinKileyCA,Republican Party,U.S. House California District 3,U.S. House California District 3,,Candidate,Kevin,Kiley,Male,,,n/a,,n/a,https://blog.electkevinkiley.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,https://www.instagram.com/kkiley99333/,,,,https://www.linkedin.com/in/kevin-kiley-10714266/
,n/a,Kermit Jones,CA,,,n/a,n/a,,https://www.facebook.com/DrKermitJones,n/a,n/a,, https://www.twitter.com/DrKermitJones,Democratic Party,U.S. House California District 3,U.S. House California District 3,,Candidate,Kermit,Jones,Male,info@kermitjonesforcongress.com,,n/a,,n/a,https://www.kermitjonesforcongress.com/,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCJFEKv1DMObwfhJySww__3A,n/a,n/a,https://www.instagram.com/kermit.jones/,https://www.instagram.com/drkermitjones/,"P.O. Box 713, Roseville, CA 95661",,https://www.linkedin.com/in/kermit-jones-4348735/
,n/a,Adam Schiff,CA,,,n/a,n/a,,https://www.facebook.com/AdamSchiffCA/,n/a,n/a,, https://www.twitter.com/AdamSchiff,Democratic Party,U.S. House California District 30,U.S. House California District 30,,Candidate,Adam,Schiff,Male,contact@adamschiff.com,,n/a,,n/a,https://www.adamschiff.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/AdamSchiffCA/,"150 E. Olive Ave., Suite 208,
Burbank, CA 91502",818-841-2828,
,n/a,Maebe A. Girl,CA,,,n/a,n/a,,,n/a,n/a,,,Democratic Party,U.S. House California District 30,U.S. House California District 30,,Candidate,Maebe,Girl,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCZFURLNy_rZQs12tBSdmfow,n/a,n/a,,,,,
,n/a,Adam Schiff,CA,,,n/a,n/a,,https://www.facebook.com/AdamSchiffCA/,n/a,n/a,, https://www.twitter.com/AdamSchiff,Democratic Party,U.S. House California District 30,U.S. House California District 30,,Candidate,Adam,Schiff,Male,contact@adamschiff.com,,n/a,,n/a,https://www.adamschiff.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,https://www.instagram.com/AdamSchiffCA/,"150 E. Olive Ave., Suite 208,
Burbank, CA 91502",818-841-2828,
,n/a,Maebe A. Girl,CA,,,n/a,n/a,,,n/a,n/a,,,Democratic Party,U.S. House California District 30,U.S. House California District 30,,Candidate,Maebe,Girl,Female,,,n/a,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,https://www.youtube.com/channel/UCZFURLNy_rZQs12tBSdmfow,n/a,n/a,,,,,
,n/a,Grace Napolitano,CA,,,n/a,n/a,,https://www.facebook.com/GraceNapolitanoforCongress,n/a,n/a,,,Democratic Party,U.S. House California District 31,U.S. House California District 31,,Candidate,Grace,Napolitano,Female,,,n/a,,n/a,https://www.napolitanoforcongress.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"PO Box 5119, El Monte, CA 91734",562-503-6682,
,n/a,Daniel Bocic Martinez,CA,,,n/a,n/a,,,n/a,n/a,,,Republican Party,U.S. House California District 31,U.S. House California District 31,,Candidate,Daniel,Bocic Martinez,,oracle@danmartinez4congress.com,,n/a,,n/a,https://www.danmartinez4congress.com/,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,,414-210-8690,
,n/a,Grace Napolitano,CA,,,n/a,n/a,,https://www.facebook.com/GraceNapolitanoforCongress,n/a,n/a,,,Democratic Party,U.S. House California District 31,U.S. House California District 31,,Candidate,Grace,Napolitano,Female,,,n/a,,n/a,https://www.napolitanoforcongress.com,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,,,"PO Box 5119, El Monte, CA 91734",562-503-6682,
